account_id,segment,value_date,institution_size,province,principal_outstanding,undrawn_limit,collateral_value,loan_to_value,tenure_years,months_on_book,dpd,debt_review_flag,judgement_flag,administration_order,loadshedding_vulnerability_score,internal_rating,base_segment_ccf,base_segment_ttc_pd,base_segment_lgd,base_segment_corr
ACC_000084,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,347449352.6791467,49114000.2854374,396081820.85990334,0.8772161063207234,21,225,0,False,False,False,1,BB,0.2,0.015,0.3,0.15
ACC_000085,Retail_Mortgage,2026-09-16,Large_D-SIB,Eastern Cape,291831301.7368114,29882436.52407051,445654788.2118551,0.6548371283247175,24,235,15,False,False,False,3,BB,0.2,0.015,0.3,0.15
ACC_000086,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,189161126.94862717,25533179.710339494,222627734.8362628,0.8496745793499203,25,68,0,False,False,False,2,BBB,0.2,0.015,0.3,0.15
ACC_000087,Retail_Mortgage,2026-09-16,Large_D-SIB,Limpopo,331598650.81071025,95990223.20641162,398971920.2649257,0.8311328040091689,7,132,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000088,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,250417420.43269292,74487548.0693957,297121525.1341072,0.8428114399307349,10,221,0,False,False,False,5,A,0.2,0.015,0.3,0.15
ACC_000089,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,114386748.45750427,22964163.39903837,146939409.9197618,0.7784620104297864,20,7,120,False,False,True,5,B,0.2,0.015,0.3,0.15
ACC_000090,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,152114941.24343258,31192005.62958104,236357527.9103564,0.6435798452805167,16,61,0,False,False,False,2,BBB,0.2,0.015,0.3,0.15
ACC_000091,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,326989960.9326173,20909719.234160464,368599395.2297164,0.8871147515823581,12,63,0,False,False,False,4,BBB,0.2,0.015,0.3,0.15
ACC_000092,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,268262107.7912978,34079691.41211983,404730083.6942809,0.6628173160311297,8,208,0,False,False,False,2,A,0.2,0.015,0.3,0.15
ACC_000093,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,119418629.20463069,14958329.764074344,183637299.37963182,0.6502961522961497,28,223,0,False,False,False,3,B,0.2,0.015,0.3,0.15
ACC_000094,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,94047883.91852063,14333616.601246785,136474355.7374165,0.6891249525256853,6,116,60,True,False,False,1,A,0.2,0.015,0.3,0.15
ACC_000095,Retail_Mortgage,2026-09-16,Large_D-SIB,Limpopo,392987941.239669,104168566.09163389,616823997.6808386,0.6371151944756397,29,84,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000096,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,179715798.255229,44037247.37371549,270517858.419555,0.6643398676345496,22,127,0,False,False,False,3,BB,0.2,0.015,0.3,0.15
ACC_000097,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,476465317.53832847,76493251.10097596,579322414.4904604,0.8224527579472317,17,127,5,False,False,False,3,B,0.2,0.015,0.3,0.15
ACC_000098,Retail_Mortgage,2026-09-16,Large_D-SIB,Mpumalanga,353116356.33763415,81283628.0484224,562140740.069189,0.6281636095156031,23,56,0,False,False,False,2,A,0.2,0.015,0.3,0.15
ACC_000099,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,114521500.16185652,27920559.07310801,156179675.6155469,0.7332676272408423,11,182,0,False,False,False,5,A,0.2,0.015,0.3,0.15
ACC_000100,Retail_Mortgage,2026-09-16,Large_D-SIB,Limpopo,1132028042.7360272,90819036.85190307,1738138493.6916332,0.651287596957658,27,20,0,False,False,False,2,CCC,0.2,0.015,0.3,0.15
ACC_000101,Retail_Mortgage,2026-09-16,Large_D-SIB,Eastern Cape,523580393.3294822,85554761.04654102,612328878.5251925,0.8550640214626771,12,52,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000102,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,1083197764.571687,261284601.48875967,1390053068.2401223,0.7792492166813965,9,136,0,False,False,False,5,BBB,0.2,0.015,0.3,0.15
ACC_000103,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,196032939.31866428,54273317.1048784,226714753.6780103,0.8646677648384471,14,139,0,False,False,False,3,CCC,0.2,0.015,0.3,0.15
ACC_000104,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,450377685.5042937,77513308.56011058,579042438.7265478,0.7777973692131813,26,77,0,False,False,False,3,A,0.2,0.015,0.3,0.15
ACC_000105,Retail_Mortgage,2026-09-16,Large_D-SIB,Mpumalanga,406001671.3026078,115918285.87081988,636524127.1705838,0.6378417627424864,28,6,15,False,False,False,1,AA,0.2,0.015,0.3,0.15
ACC_000106,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,193840334.8925556,25854483.244181316,239740803.59797758,0.8085412745074774,7,205,0,False,False,False,3,BB,0.2,0.015,0.3,0.15
ACC_000107,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,117883081.22349113,33130165.11705667,178586702.73999053,0.660088793929526,7,127,0,False,False,False,2,AA,0.2,0.015,0.3,0.15
ACC_000108,Retail_Mortgage,2026-09-16,Large_D-SIB,Mpumalanga,181063002.58096197,13941835.863347227,206428963.22635892,0.8771201470523203,20,169,0,False,False,False,2,BB,0.2,0.015,0.3,0.15
ACC_000109,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,446862296.40073717,87601874.87981609,570455432.6847746,0.7833430462703066,23,91,0,False,False,False,4,B,0.2,0.015,0.3,0.15
ACC_000110,Retail_Mortgage,2026-09-16,Large_D-SIB,Free State,1037091969.4385659,162359202.4094958,1311374830.7117975,0.79084327771919,27,148,0,False,False,False,1,BBB,0.2,0.015,0.3,0.15
ACC_000111,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,69022873.12167822,7216568.747897459,110057816.5532258,0.6271510310064856,23,154,0,False,False,False,2,BB,0.2,0.015,0.3,0.15
ACC_000112,Retail_Mortgage,2026-09-16,Large_D-SIB,Free State,253884844.91872272,25485821.211693723,354377114.33941674,0.7164256230032842,25,237,60,True,False,False,2,CCC,0.2,0.015,0.3,0.15
ACC_000113,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,376110604.45493156,22707227.680686224,592071647.188318,0.6352450860314605,9,29,120,False,False,True,3,AAA,0.2,0.015,0.3,0.15
ACC_000114,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,297388690.80889857,54535058.04669489,398456483.6848981,0.7463517422496642,13,113,90,False,False,False,5,BB,0.2,0.015,0.3,0.15
ACC_000115,Retail_Mortgage,2026-09-16,Large_D-SIB,Eastern Cape,206347136.00287157,45507168.863838755,259153917.09008563,0.7962339073236634,6,95,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000116,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,735882482.5032519,106215359.10980211,1147430462.0798955,0.6413307880717677,21,17,0,False,False,False,3,BB,0.2,0.015,0.3,0.15
ACC_000117,Retail_Mortgage,2026-09-16,Large_D-SIB,Mpumalanga,197885856.15667456,16232264.633107962,291683419.45931363,0.6784268249579997,17,9,0,False,False,False,4,A,0.2,0.015,0.3,0.15
ACC_000118,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,255909497.97101986,57236431.217807874,312259798.16741437,0.8195403297923642,8,194,0,False,False,False,3,BBB,0.2,0.015,0.3,0.15
ACC_000119,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,231262981.2134661,29925316.506478734,307572537.6806239,0.7518973669021263,24,168,0,False,False,False,5,BBB,0.2,0.015,0.3,0.15
ACC_000120,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,523870618.73638093,154423156.37132508,832599684.2364829,0.6291986757318854,9,71,90,True,True,False,2,BB,0.2,0.015,0.3,0.15
ACC_000121,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,633261355.1871518,83597850.08498828,843731662.0907428,0.7505482887982992,8,115,0,False,False,False,5,A,0.2,0.015,0.3,0.15
ACC_000122,Retail_Mortgage,2026-09-16,Large_D-SIB,Gauteng,489877841.96819156,137385367.96383008,585245189.9220608,0.8370471904834115,19,21,0,False,False,False,5,BBB,0.2,0.015,0.3,0.15
ACC_000123,Retail_Mortgage,2026-09-16,Large_D-SIB,North West,482463145.8960089,107785155.93950166,698067952.5362043,0.6911406606522116,12,112,0,False,False,False,3,BB,0.2,0.015,0.3,0.15
ACC_000124,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,454079256.456097,85816510.94234836,652309490.1301421,0.6961101491341231,22,155,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000125,Retail_Mortgage,2026-09-16,Large_D-SIB,Eastern Cape,152716414.29670453,16010048.457227612,227479483.38703188,0.6713414854950852,20,52,0,False,False,False,2,BBB,0.2,0.015,0.3,0.15
ACC_000126,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,94326387.29015908,10734370.086325096,142729126.69175717,0.6608769315450913,6,150,0,False,False,False,5,B,0.2,0.015,0.3,0.15
ACC_000127,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,333922610.3173428,74969984.31812298,444557600.16008854,0.7511346340656301,21,122,0,False,False,False,3,B,0.2,0.015,0.3,0.15
ACC_000128,Retail_Mortgage,2026-09-16,Large_D-SIB,Free State,566988176.7018155,61447470.30064702,724336795.2419218,0.7827687070797593,16,125,0,False,False,False,2,BB,0.2,0.015,0.3,0.15
ACC_000129,Retail_Mortgage,2026-09-16,Large_D-SIB,Northern Cape,260893164.34142548,29579468.2169212,291545382.97344327,0.8948629598610043,20,127,15,False,False,False,4,BBB,0.2,0.015,0.3,0.15
ACC_000130,Retail_Mortgage,2026-09-16,Large_D-SIB,KZN,200286988.8891293,11681257.687906086,271663806.0703079,0.7372604830445983,14,166,0,False,False,False,2,B,0.2,0.015,0.3,0.15
ACC_000131,Retail_Mortgage,2026-09-16,Large_D-SIB,Western Cape,231639973.31393522,69229790.52128197,307981673.2325226,0.7521225886030228,28,161,0,False,False,False,2,BB,0.2,0.015,0.3,0.15
