account_id,segment,institution_size,province,principal_outstanding,undrawn_limit,collateral_value,loan_to_value,tenure_years,months_on_book,dpd,debt_review_flag,judgement_flag,administration_order,loadshedding_vulnerability_score,internal_rating,base_segment_ccf,base_segment_ttc_pd,base_segment_lgd,base_segment_corr,source_bank,source_date
FDIC_2315_20260331,Corporate_Large,Large_D-SIB,US,2017638000.0,0.0,2017638000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ARMSTRONG BANK,2026-03-31
FDIC_2317_20260331,Corporate_Large,Large_D-SIB,US,196220000.0,0.0,196220000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,METHOD BANK,2026-03-31
FDIC_23189_20260331,Corporate_Large,Large_D-SIB,US,196490000.0,0.0,196490000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY BANK&TRUST CO,2026-03-31
FDIC_231_20260331,Corporate_Large,Large_D-SIB,US,275798000.0,0.0,275798000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMERCIAL SAVINGS BANK,2026-03-31
FDIC_2320_20260331,Corporate_Large,Large_D-SIB,US,102020000.0,0.0,102020000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CARSON COMMUNITY BANK,2026-03-31
FDIC_23210_20260331,Corporate_Large,Large_D-SIB,US,331849000.0,0.0,331849000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANKERS BANK OF THE WEST,2026-03-31
FDIC_23220_20260331,Corporate_Large,Large_D-SIB,US,6044272000.0,0.0,6044272000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WOODFOREST NATIONAL BANK,2026-03-31
FDIC_23242_20260331,Corporate_Large,Large_D-SIB,US,82666000.0,0.0,82666000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CALIFORNIA PACIFIC BANK,2026-03-31
FDIC_23257_20260331,Corporate_Large,Large_D-SIB,US,298079000.0,0.0,298079000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY STATE BANK,2026-03-31
FDIC_2326_20260331,Corporate_Large,Large_D-SIB,US,437198000.0,0.0,437198000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AVB BANK,2026-03-31
FDIC_23546_20260331,Corporate_Large,Large_D-SIB,US,256624000.0,0.0,256624000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MUNICIPAL TRUST&SAVINGS BANK,2026-03-31
FDIC_23597_20260331,Corporate_Large,Large_D-SIB,US,230185000.0,0.0,230185000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LAMAR NATIONAL BANK,2026-03-31
FDIC_23086_20260331,Corporate_Large,Large_D-SIB,US,382496000.0,0.0,382496000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,NEW OMNI BANK NATIONAL ASSN,2026-03-31
FDIC_23886_20260331,Corporate_Large,Large_D-SIB,US,483299000.0,0.0,483299000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN BANK NATIONAL ASSN,2026-03-31
FDIC_23966_20260331,Corporate_Large,Large_D-SIB,US,405288000.0,0.0,405288000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ONEUNITED BANK,2026-03-31
FDIC_23986_20260331,Corporate_Large,Large_D-SIB,US,79062000.0,0.0,79062000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MINNESOTA LAKES BANK,2026-03-31
FDIC_23989_20260331,Corporate_Large,Large_D-SIB,US,56395000.0,0.0,56395000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MINERS EXCHANGE BANK,2026-03-31
FDIC_23992_20260331,Corporate_Large,Large_D-SIB,US,1748188000.0,0.0,1748188000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COUNTRY BANK FOR SAVINGS,2026-03-31
FDIC_23998_20260331,Corporate_Large,Large_D-SIB,US,1208595000.0,0.0,1208595000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,STATE BANK OF INDIA CA,2026-03-31
FDIC_24015_20260331,Corporate_Large,Large_D-SIB,US,218053000.0,0.0,218053000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,HARBOR BANK OF MARYLAND,2026-03-31
FDIC_24038_20260331,Corporate_Large,Large_D-SIB,US,23297000.0,0.0,23297000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BRAZOS NATIONAL BANK,2026-03-31
FDIC_24045_20260331,Corporate_Large,Large_D-SIB,US,25039396000.0,0.0,25039396000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANC OF CALIFORNIA,2026-03-31
FDIC_24064_20260331,Corporate_Large,Large_D-SIB,US,21184000.0,0.0,21184000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ATASCOSA BANK,2026-03-31
FDIC_24085_20260331,Corporate_Large,Large_D-SIB,US,36753000.0,0.0,36753000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CITIZENS NATIONAL BANK,2026-03-31
FDIC_24156_20260331,Corporate_Large,Large_D-SIB,US,5976347000.0,0.0,5976347000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,OCEAN BANK,2026-03-31
FDIC_24170_20260331,Corporate_Large,Large_D-SIB,US,6550399000.0,0.0,6550399000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,HANMI BANK,2026-03-31
FDIC_24199_20260331,Corporate_Large,Large_D-SIB,US,166125000.0,0.0,166125000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CAPITOL NATIONAL BANK,2026-03-31
FDIC_24211_20260331,Corporate_Large,Large_D-SIB,US,86236000.0,0.0,86236000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF WHITTIER NA,2026-03-31
FDIC_24303_20260331,Corporate_Large,Large_D-SIB,US,60307000.0,0.0,60307000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PAVILLION BANK,2026-03-31
FDIC_24305_20260331,Corporate_Large,Large_D-SIB,US,175673000.0,0.0,175673000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LLANO NATIONAL BANK,2026-03-31
FDIC_24332_20260331,Corporate_Large,Large_D-SIB,US,395150000.0,0.0,395150000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST CREDIT BANK,2026-03-31
FDIC_2391_20260331,Corporate_Large,Large_D-SIB,US,97239000.0,0.0,97239000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SECURITY BANK,2026-03-31
FDIC_23864_20260331,Corporate_Large,Large_D-SIB,US,198308000.0,0.0,198308000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SUMMIT BANK,2026-03-31
FDIC_2359_20260331,Corporate_Large,Large_D-SIB,US,292326000.0,0.0,292326000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MAUCH CHUNK TRUST CO,2026-03-31
FDIC_23826_20260331,Corporate_Large,Large_D-SIB,US,2368000.0,0.0,2368000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF JACKSON HOLE TRUST,2026-03-31
FDIC_235_20260331,Corporate_Large,Large_D-SIB,US,444260000.0,0.0,444260000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SECURITY STATE BANK,2026-03-31
FDIC_23620_20260331,Corporate_Large,Large_D-SIB,US,1998263000.0,0.0,1998263000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,DEDHAM INST FOR SVG,2026-03-31
FDIC_23622_20260331,Corporate_Large,Large_D-SIB,US,2653492000.0,0.0,2653492000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BRISTOL COUNTY SAVINGS BANK,2026-03-31
FDIC_23623_20260331,Corporate_Large,Large_D-SIB,US,5047204000.0,0.0,5047204000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WASHINGTON TR CO OF WESTERLY,2026-03-31
FDIC_23627_20260331,Corporate_Large,Large_D-SIB,US,5408903000.0,0.0,5408903000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,REPUBLIC BANK&TRUST CO,2026-03-31
FDIC_23647_20260331,Corporate_Large,Large_D-SIB,US,1763046000.0,0.0,1763046000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TIB NATIONAL ASSN,2026-03-31
FDIC_23737_20260331,Corporate_Large,Large_D-SIB,US,380348000.0,0.0,380348000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,VAST BANK NATIONAL ASSN,2026-03-31
FDIC_23749_20260331,Corporate_Large,Large_D-SIB,US,202843000.0,0.0,202843000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MISSION NATIONAL BANK,2026-03-31
FDIC_23764_20260331,Corporate_Large,Large_D-SIB,US,256562000.0,0.0,256562000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FMS BANK,2026-03-31
FDIC_23772_20260331,Corporate_Large,Large_D-SIB,US,174330000.0,0.0,174330000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMERCE BANK,2026-03-31
FDIC_23798_20260331,Corporate_Large,Large_D-SIB,US,148846000.0,0.0,148846000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MCCURTAIN COUNTY NB,2026-03-31
FDIC_23799_20260331,Corporate_Large,Large_D-SIB,US,1338101000.0,0.0,1338101000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TEXAS FIRST BANK,2026-03-31
FDIC_2379_20260331,Corporate_Large,Large_D-SIB,US,77166000.0,0.0,77166000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF GLEASON,2026-03-31
FDIC_23805_20260331,Corporate_Large,Large_D-SIB,US,139334000.0,0.0,139334000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,UNITED PACIFIC BANK,2026-03-31
FDIC_23806_20260331,Corporate_Large,Large_D-SIB,US,899472000.0,0.0,899472000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,TRAILWEST BANK,2026-03-31
FDIC_2380_20260331,Corporate_Large,Large_D-SIB,US,471257000.0,0.0,471257000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CARROLL BANK&TRUST,2026-03-31
FDIC_23815_20260331,Corporate_Large,Large_D-SIB,US,197802000.0,0.0,197802000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST STB OF DEKALB COUNTY,2026-03-31
FDIC_2308_20260331,Corporate_Large,Large_D-SIB,US,29549000.0,0.0,29549000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WASHITA VALLEY BANK,2026-03-31
FDIC_23041_20260331,Corporate_Large,Large_D-SIB,US,770605000.0,0.0,770605000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF THE PACIFIC,2026-03-31
FDIC_24353_20260331,Corporate_Large,Large_D-SIB,US,464388000.0,0.0,464388000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST COMMUNITY BANK,2026-03-31
FDIC_22398_20260331,Corporate_Large,Large_D-SIB,US,504290000.0,0.0,504290000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MODERN BANK NATIONAL ASSN,2026-03-31
FDIC_2241_20260331,Corporate_Large,Large_D-SIB,US,749341000.0,0.0,749341000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CNB BANK,2026-03-31
FDIC_22430_20260331,Corporate_Large,Large_D-SIB,US,28081000.0,0.0,28081000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WASHITA STATE BANK,2026-03-31
FDIC_22434_20260331,Corporate_Large,Large_D-SIB,US,202517000.0,0.0,202517000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANKCHAMPAIGN NATIONAL ASSN,2026-03-31
FDIC_22447_20260331,Corporate_Large,Large_D-SIB,US,217027000.0,0.0,217027000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WRAY STATE BANK,2026-03-31
FDIC_22448_20260331,Corporate_Large,Large_D-SIB,US,52285000.0,0.0,52285000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST STATE BANK,2026-03-31
FDIC_2244_20260331,Corporate_Large,Large_D-SIB,US,199473000.0,0.0,199473000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,JAMES POLK STONE CMTY BANK,2026-03-31
FDIC_22451_20260331,Corporate_Large,Large_D-SIB,US,2291860000.0,0.0,2291860000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LAWRENCE BANK,2026-03-31
FDIC_22460_20260331,Corporate_Large,Large_D-SIB,US,151520000.0,0.0,151520000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,MONTEREY COUNTY BANK,2026-03-31
FDIC_2247_20260331,Corporate_Large,Large_D-SIB,US,121835000.0,0.0,121835000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF THE SOUTHWEST,2026-03-31
FDIC_2249_20260331,Corporate_Large,Large_D-SIB,US,73292000.0,0.0,73292000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WESTERN BANK,2026-03-31
FDIC_22514_20260331,Corporate_Large,Large_D-SIB,US,110659000.0,0.0,110659000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,UTAH INDEPENDENT BANK,2026-03-31
FDIC_22526_20260331,Corporate_Large,Large_D-SIB,US,184304000.0,0.0,184304000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,SPRING HILL STATE BANK,2026-03-31
FDIC_22536_20260331,Corporate_Large,Large_D-SIB,US,287081000.0,0.0,287081000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST SECURE BANK&TRUST CO,2026-03-31
FDIC_22537_20260331,Corporate_Large,Large_D-SIB,US,923852000.0,0.0,923852000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PEOPLES BANK OF ALABAMA,2026-03-31
FDIC_22549_20260331,Corporate_Large,Large_D-SIB,US,10556000.0,0.0,10556000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST PROGRESSIVE BANK,2026-03-31
FDIC_22559_20260331,Corporate_Large,Large_D-SIB,US,2679216000.0,0.0,2679216000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BRAVERA BANK,2026-03-31
FDIC_22567_20260331,Corporate_Large,Large_D-SIB,US,89078000.0,0.0,89078000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY STATE BANK,2026-03-31
FDIC_2240_20260331,Corporate_Large,Large_D-SIB,US,1140525000.0,0.0,1140525000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST AMERICAN BANK,2026-03-31
FDIC_22396_20260331,Corporate_Large,Large_D-SIB,US,1166426000.0,0.0,1166426000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CENTRAL NATIONAL BANK,2026-03-31
FDIC_22597_20260331,Corporate_Large,Large_D-SIB,US,2466794000.0,0.0,2466794000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BANK OF THE SIERRA,2026-03-31
FDIC_22394_20260331,Corporate_Large,Large_D-SIB,US,492707000.0,0.0,492707000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PEOPLES COMMUNITY BANK,2026-03-31
FDIC_22263_20260331,Corporate_Large,Large_D-SIB,US,41356000.0,0.0,41356000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN STB OF GRYGLA,2026-03-31
FDIC_22271_20260331,Corporate_Large,Large_D-SIB,US,148932000.0,0.0,148932000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST NATIONAL BANK,2026-03-31
FDIC_22273_20260331,Corporate_Large,Large_D-SIB,US,118692000.0,0.0,118692000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,GUARANTY BANK INC,2026-03-31
FDIC_22282_20260331,Corporate_Large,Large_D-SIB,US,418665000.0,0.0,418665000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FIRST NATIONS BANK,2026-03-31
FDIC_2228_20260331,Corporate_Large,Large_D-SIB,US,148891000.0,0.0,148891000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,RNB STATE BANK,2026-03-31
FDIC_2229_20260331,Corporate_Large,Large_D-SIB,US,146788000.0,0.0,146788000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,RSNB BANK,2026-03-31
FDIC_22308_20260331,Corporate_Large,Large_D-SIB,US,1044585000.0,0.0,1044585000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,WEST MICHIGAN COMMUNITY BANK,2026-03-31
FDIC_22319_20260331,Corporate_Large,Large_D-SIB,US,1526345000.0,0.0,1526345000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,LEGACY BANK&TRUST CO,2026-03-31
FDIC_2232_20260331,Corporate_Large,Large_D-SIB,US,934506000.0,0.0,934506000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PINNACLE BANK WYOMING,2026-03-31
FDIC_22334_20260331,Corporate_Large,Large_D-SIB,US,2178359000.0,0.0,2178359000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ONE COMMUNITY BANK,2026-03-31
FDIC_22340_20260331,Corporate_Large,Large_D-SIB,US,361222000.0,0.0,361222000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PANHANDLE FIRST BANK,2026-03-31
FDIC_22354_20260331,Corporate_Large,Large_D-SIB,US,1879938000.0,0.0,1879938000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMERCIAL BANK,2026-03-31
FDIC_22355_20260331,Corporate_Large,Large_D-SIB,US,37493000.0,0.0,37493000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,PINNACLE BANK INC,2026-03-31
FDIC_22358_20260331,Corporate_Large,Large_D-SIB,US,39078000.0,0.0,39078000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,CITIZENS BANK,2026-03-31
FDIC_22366_20260331,Corporate_Large,Large_D-SIB,US,463786000.0,0.0,463786000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,GBC INTERNATIONAL BANK,2026-03-31
FDIC_22373_20260331,Corporate_Large,Large_D-SIB,US,1887700000.0,0.0,1887700000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,AMERICAN NATIONAL BANK&TRUST,2026-03-31
FDIC_22381_20260331,Corporate_Large,Large_D-SIB,US,88300000.0,0.0,88300000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,ANAHUAC NATIONAL BANK,2026-03-31
FDIC_22578_20260331,Corporate_Large,Large_D-SIB,US,215327000.0,0.0,215327000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,BRIGHTON BANK,2026-03-31
FDIC_22598_20260331,Corporate_Large,Large_D-SIB,US,64345000.0,0.0,64345000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,FLORA BANK&TRUST,2026-03-31
FDIC_23030_20260331,Corporate_Large,Large_D-SIB,US,2551058000.0,0.0,2551058000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY WEST BANK,2026-03-31
FDIC_22867_20260331,Corporate_Large,Large_D-SIB,US,120406000.0,0.0,120406000.0,1.0,1,12,0,False,False,False,1,BBB,0.65,0.02,0.4,0.24,COMMUNITY BANK OF RAYMORE,2026-03-31
